,listing_id,price,boroughs,host_name,last_review,description,room_type,avg_price,reviewed_month,price_range_labels
18,9518,44.0,Manhattan,Shon,2019-06-15,"SPACIOUS, LOVELY FURNISHED MANHATTAN BEDROOM",Private room,1338.3333333333333,06,budget
19,9657,180.0,Manhattan,Dana,2019-04-19,Modern 1 BR / NYC / EAST VILLAGE,Entire home/apt,5475.0,04,expensive
20,9668,50.0,Manhattan,Ssameer Or Trip,2019-06-01,front room/double bed,Private room,1520.8333333333333,06,budget
21,9704,52.0,Manhattan,Teri,2019-06-14,Spacious 1 bedroom in luxe building,Private room,1581.6666666666667,06,budget
22,9782,55.0,Brooklyn,Andrea,2019-06-15,Loft in Williamsburg Area w/ Roof,Private room,1672.9166666666667,06,budget
23,9783,50.0,Manhattan,Ssameer Or Trip,2019-07-01,back room/bunk beds,Private room,1520.8333333333333,07,budget
24,10452,70.0,Brooklyn,Angela,2019-05-12,Large B&B Style rooms,Private room,2129.1666666666665,05,average
25,10962,89.0,Brooklyn,Laurie,2019-06-21,"Lovely room 2 & garden; Best area, Legal rental",Private room,2707.0833333333335,06,average
26,11708,85.0,Brooklyn,Tyrome,2019-06-22,Cute apt in artist's home,Entire home/apt,2585.4166666666665,06,average
27,12048,40.0,Manhattan,Ben,2019-07-05,LowerEastSide apt share shortterm 1,Shared room,1216.6666666666667,07,budget
28,12192,68.0,Manhattan,Edward,2019-06-21,ENJOY Downtown NYC!,Private room,2068.3333333333335,06,budget
29,12299,120.0,Brooklyn,Abdul,2019-05-27,Beautiful Sunny Park Slope Brooklyn,Entire home/apt,3650.0,05,average
30,12318,135.0,Manhattan,Cyn,2019-06-16,West Side Retreat,Private room,4106.25,06,average
31,12343,150.0,Manhattan,Earl,2019-06-13,BEST BET IN HARLEM,Entire home/apt,4562.5,06,average
32,12627,150.0,Brooklyn,Rana,2019-06-05,Entire apartment in central Brooklyn neighborhood.,Entire home/apt,4562.5,06,average
33,12937,130.0,Queens,Orestes,2019-07-01,"1 Stop fr. Manhattan! Private Suite,Landmark Block",Private room,3954.1666666666665,07,average
34,12940,110.0,Brooklyn,Adreinne,2019-05-25,Charming Brownstone 3 - Near PRATT,Entire home/apt,3345.8333333333335,05,average
35,13394,80.0,Brooklyn,Alexander,2019-06-17,Fort Greene brownstone,Private room,2433.3333333333335,06,average
36,13808,80.0,Brooklyn,JT And Tiziana,2019-06-16,Blue Room for 2 in Brownstone for $1350 monthly,Private room,2433.3333333333335,06,average
37,14287,151.0,Manhattan,Joya,2019-07-07,Cozy 1BD on Central Park West in New York City,Entire home/apt,4592.916666666667,07,average
38,14290,228.0,Brooklyn,James,2019-05-17,* ORIGINAL BROOKLYN LOFT *,Entire home/apt,6935.0,05,expensive
39,14314,144.0,Brooklyn,Jeanne,2019-06-29,Greenpoint Place...Has It All!,Entire home/apt,4380.0,06,average
40,14322,200.0,Manhattan,Francesca,2019-03-25,Beautiful Apartment in Manhattan!!!,Entire home/apt,6083.333333333333,03,expensive
41,14377,150.0,Brooklyn,Joanna,2019-06-22,Williamsburg 1 bedroom Apartment,Entire home/apt,4562.5,06,average
42,14991,110.0,Manhattan,Bianca,2019-05-18,"Great Location, Manhattan Bedroom!",Private room,3345.8333333333335,05,average
43,15220,69.0,Manhattan,Luiz,2019-06-09,Best Location in NYC! TIMES SQUARE!,Private room,2098.75,06,budget
44,15338,49.0,Brooklyn,Andrea,2019-06-04,Room in Greenpoint Loft w/ Roof,Private room,1490.4166666666667,06,budget
45,15341,180.0,Manhattan,Ted,2019-06-29,**Bright Nolita Apt w Doorman/Elevators/Gym**,Entire home/apt,5475.0,06,expensive
46,15385,80.0,Brooklyn,Cristina,2019-06-30,"Very, very cozy place",Private room,2433.3333333333335,06,average
47,15711,250.0,Manhattan,D,2019-03-30,2 bedroom - Upper East Side-great for kids,Entire home/apt,7604.166666666667,03,expensive
48,16326,200.0,Brooklyn,Dimitri,2019-01-26,Comfortable 4-bedroom apt in family house.,Entire home/apt,6083.333333333333,01,expensive
49,16421,52.0,Manhattan,Mark,2019-05-16,Your Heaven in Hells Kitchen,Private room,1581.6666666666667,05,budget
50,16580,80.0,Manhattan,Reka,2019-07-01,"Sunny, Modern room in East Village!",Private room,2433.3333333333335,07,average
51,16595,275.0,Brooklyn,Daniel,2019-06-23,*HAVEN LOFT - Entire Floor - Six Windows - Bricks*,Entire home/apt,8364.583333333334,06,expensive
52,16821,99.0,Manhattan,Casey,2019-06-21,Large Room in Amazing East Village Apt,Private room,3011.25,06,average
53,16974,225.0,Manhattan,Robin,2019-06-23,SpaHa Loft: Enormous and Bright,Entire home/apt,6843.75,06,expensive
54,17092,51.0,Manhattan,Enzo,2019-06-01,Cool Room in Hell's Kitchen,Private room,1551.25,06,budget
55,17693,65.0,Manhattan,Tye And Etienne,2019-06-18,"HARLEM, NEW YORK WELCOMES YOU!!",Private room,1977.0833333333333,06,budget
56,17747,105.0,Brooklyn,George,2019-06-26,BLUE TRIM GUEST HOUSE,Private room,3193.75,06,average
57,18127,190.0,Manhattan,Josh,2019-01-02,Charming East Village One Bedroom Flat,Entire home/apt,5779.166666666667,01,expensive
58,18152,200.0,Manhattan,Victoria,2019-07-09,Manhattan Room,Private room,6083.333333333333,07,expensive
59,18198,70.0,Queens,Justin,2019-05-31,Little King of Queens,Private room,2129.1666666666665,05,average
60,18590,95.0,Brooklyn,Blaise,2019-06-16,Fort Greene Retreat on the Park,Private room,2889.5833333333335,06,average
61,18728,150.0,Manhattan,DAVID And RICK,2019-05-28,Beautiful Meatpacking District Loft,Private room,4562.5,05,average
62,18764,145.0,Brooklyn,Lulú,2019-04-22,Cozy 2 BR in Williamsburg,Private room,4410.416666666667,04,average
63,19159,110.0,Manhattan,Sybilla,2019-03-23,Spacious luminous apt Upper West NYC,Entire home/apt,3345.8333333333335,03,average
64,19169,285.0,Manhattan,JoLynn,2019-06-30,Entire 2 Bedroom - Large & Sunny,Entire home/apt,8668.75,06,expensive
65,19282,130.0,Brooklyn,Gaia,2019-06-15,"Sunny, Spacious Top Floor Haven",Entire home/apt,3954.1666666666665,06,average
66,19319,94.0,Manhattan,Ana,2019-04-08,Private room Great Deal at Lower East Side,Private room,2859.1666666666665,04,average
67,20299,60.0,Manhattan,Edward,2019-06-30,Oh glorious spring!,Private room,1825.0,06,budget
68,20611,85.0,Brooklyn,Lulú,2019-06-22,Cozy Bedroom in Williamsburg 3 BR,Private room,2585.4166666666665,06,average
69,20724,65.0,Brooklyn,Augustin,2019-05-26,Sunny room+Pvte office in huge loft,Private room,1977.0833333333333,05,budget
70,20734,131.0,Brooklyn,Sean & Lynette,2019-06-27,Spacious Prospect Heights Apartment,Entire home/apt,3984.5833333333335,06,average
71,20755,98.0,Brooklyn,Erica,2019-05-31,"Large Parlor Room, Landmark Home 1 block to PRATT",Private room,2980.8333333333335,05,average
72,20853,250.0,Brooklyn,Tracy,2019-05-21,2-bed brownstone duplex + garden,Entire home/apt,7604.166666666667,05,expensive
73,21293,105.0,Brooklyn,Tyrome,2019-06-18,Sunny Apartment in Artist Home,Entire home/apt,3193.75,06,average
74,21456,140.0,Manhattan,Dana,2019-07-07,Light-filled classic Central Park,Entire home/apt,4258.333333333333,07,average
75,21794,98.0,Manhattan,Olan,2019-05-01,COZY QUIET room 4 DOOGLERS!,Private room,2980.8333333333335,05,average
76,22918,60.0,Manhattan,Ssameer Or Trip,2019-01-03,loft bed - near transportation-15min to times sq,Private room,1825.0,01,budget
77,23135,175.0,Brooklyn,Annette,2019-06-24,House On Henry (3rd FLR Suite),Entire home/apt,5322.916666666667,06,average
78,23686,500.0,Manhattan,Ann,2019-05-18,2000 SF 3br 2bath West Village private  townhouse,Entire home/apt,15208.333333333334,05,extravagant
79,24143,101.0,Brooklyn,Seth,2019-05-29,"Williamsburg‚ÄîSteps To Subway, Private Bath&Balcony",Private room,3072.0833333333335,05,average
80,25235,125.0,Brooklyn,Shelly,2019-06-28,Large 2 Bedroom Great for Groups!,Entire home/apt,3802.0833333333335,06,average
81,25696,100.0,Manhattan,Dena,2019-06-23,"1,800 sq foot in luxury building",Private room,3041.6666666666665,06,average
82,26362,59.0,Manhattan,Luiz,2019-06-16,"Times Square, Safe, Clean and Cozy!",Private room,1794.5833333333333,06,budget
83,26520,125.0,Brooklyn,Erica,2019-06-02,"Cozy Room #3, Landmark Home 1 Block to PRATT",Private room,3802.0833333333335,06,average
84,26969,325.0,Brooklyn,Alexandra,2019-06-23,2 story family home in Williamsburg,Entire home/apt,9885.416666666666,06,expensive
85,27006,235.0,Manhattan,Stacy,2019-04-27,Comfortable UWS 2-BD Family-Friendly Brownstone,Entire home/apt,7147.916666666667,04,expensive
86,27385,225.0,Manhattan,Bruce,2019-06-07,Great Large 1 BR apt  in East Village!,Entire home/apt,6843.75,06,expensive
87,27531,99.0,Brooklyn,Evelyn,2019-05-20,Eveland Private Bed & Living Room w/ Own Entrance,Private room,3011.25,05,average
88,27644,170.0,Manhattan,Emma,2019-07-01,Sugar Hill Rest Stop,Entire home/apt,5170.833333333333,07,average
89,27759,170.0,Manhattan,Sylvie,2019-06-26,apartment next to Central park,Entire home/apt,5170.833333333333,06,average
90,29013,70.0,Brooklyn,Angela,2019-05-14,B & B Room 1,Private room,2129.1666666666665,05,average
91,29455,120.0,Manhattan,Laurine,2019-06-20,ACCOMMODATIONS GALORE #1,Entire home/apt,3650.0,06,average
92,29628,89.0,Brooklyn,Chris,2019-07-03,Sunny Room in New Condo,Private room,2707.0833333333335,07,average
93,29683,185.0,Manhattan,Uli,2019-06-25,Stylish & Sleek Apartment Near SoHo!,Entire home/apt,5627.083333333333,06,expensive
94,30031,50.0,Brooklyn,Sol,2019-05-20,NYC artists‚Äô loft with roof deck,Private room,1520.8333333333333,05,budget
95,30927,105.0,Manhattan,Cs,2019-06-14,Unique & Charming small 1br Apt. LES,Entire home/apt,3193.75,06,average
96,31130,130.0,Manhattan,Lara,2019-05-26,Most Central Location!,Private room,3954.1666666666665,05,average
97,31555,115.0,Manhattan,Tom,2019-07-01,Luminous Beautiful West Village Studio,Entire home/apt,3497.9166666666665,07,average
98,31902,77.0,Brooklyn,Sunder,2019-01-01,Sanctuary in East Flatbush,Private room,2342.0833333333335,01,average
99,31994,76.0,Brooklyn,Waldemar,2019-06-24,Room with En Suite Bathroom & Deck,Private room,2311.6666666666665,06,average
100,32023,125.0,Brooklyn,Khem,2019-06-23,FLAT MACDONOUGH,Entire home/apt,3802.0833333333335,06,average
101,32037,135.0,Brooklyn,Sahr,2019-07-01,Huge Private  Floor at The Waverly,Private room,4106.25,07,average
102,32965,115.0,Brooklyn,Khem,2019-06-20,FLAT MACDONOUGH GARDEN,Entire home/apt,3497.9166666666665,06,average
103,32969,160.0,Brooklyn,Katherine,2019-07-02,Light filled Williamsburg Apartment,Entire home/apt,4866.666666666667,07,average
104,33009,195.0,Brooklyn,Ming,2019-06-17,Retreat in Williamsburg,Entire home/apt,5931.25,06,expensive
105,33014,195.0,Manhattan,Paula,2019-06-17,NYC Zen,Entire home/apt,5931.25,06,expensive
106,33223,80.0,Brooklyn,Lulú,2019-06-22,Cozy BR in Wiliamsburg 3 Bedroom,Private room,2433.3333333333335,06,average
107,34760,44.0,Brooklyn,Obed,2019-06-29,Sunny Room in Old Historical Brooklyn Townhouse,Private room,1338.3333333333333,06,budget
108,35526,156.0,Manhattan,Karen,2019-06-22,Sun Filled Classic West Village Apt,Private room,4745.0,06,average
109,36133,125.0,Brooklyn,White,2019-06-13,Classic Artist Loft Williamsburg,Private room,3802.0833333333335,06,average
110,36703,225.0,Manhattan,Karene,2019-03-31,"Sunny, clean 1 bdrm in W. Village",Entire home/apt,6843.75,03,expensive
111,38638,219.0,Manhattan,Sara,2019-06-26,Light and Airy Upper East Side 1 BDR apartment,Entire home/apt,6661.25,06,expensive
112,39267,99.0,Manhattan,Marie,2019-06-08,CENTRAL PARK LOFT all for YOU,Entire home/apt,3011.25,06,average
113,39282,69.0,Brooklyn,Gus,2019-05-28,Indie-Chic Share In Williamsburg,Private room,2098.75,05,budget
114,39593,79.0,Queens,Myung,2019-04-12,"A room w/ a Manhattan view, longer stay",Private room,2402.9166666666665,04,average
115,39704,135.0,Brooklyn,Renée,2019-06-22,"Private, Large & Sunny 1BR w/W&D",Entire home/apt,4106.25,06,average
116,41348,250.0,Brooklyn,Syl,2019-07-06,* Spacious GARDEN Park Slope Duplex* 6 people max,Entire home/apt,7604.166666666667,07,expensive
117,42580,70.0,Brooklyn,Waldemar,2019-06-24,Parlor Room In Victorian Townhouse,Private room,2129.1666666666665,06,average
118,42729,165.0,Brooklyn,Annette,2019-06-18,House On Henry (2nd FLR Suite),Entire home/apt,5018.75,06,average
119,42882,70.0,Staten Island,Newyorkroomwithaview,2019-06-13,New York room with a view,Private room,2129.1666666666665,06,average
120,43957,50.0,Brooklyn,Tessa,2019-06-19,Sunny cozy room in Brklyn townhouse,Private room,1520.8333333333333,06,budget
121,44096,40.0,The Bronx,Waundell,2019-07-04,Room with a View,Private room,1216.6666666666667,07,budget
122,44212,125.0,Manhattan,Bruce,2019-06-23,West Inn 2 - East Village,Private room,3802.0833333333335,06,average
123,44221,196.0,Manhattan,Coral,2019-06-20,Financial District Luxury Loft,Entire home/apt,5961.666666666667,06,expensive
124,44229,110.0,Brooklyn,Carol,2019-06-24,BROOKLYN VICTORIAN STYLE SUITE.....,Private room,3345.8333333333335,06,average
125,44288,170.0,Manhattan,Sara,2019-06-01,Your own Lovely West Village Studio,Entire home/apt,5170.833333333333,06,average
126,44506,165.0,Manhattan,Laurine,2019-05-26,ACCOMMODATIONS GALORE#3. 1-5 GUESTS,Entire home/apt,5018.75,05,average
127,45556,65.0,Brooklyn,Doug,2019-06-30,"Fort Greene, Brooklyn: Center Bedroom",Private room,1977.0833333333333,06,budget
128,45910,350.0,Queens,Mark,2019-05-12,Beautiful Queens Brownstone! - 5BR,Entire home/apt,10645.833333333334,05,expensive
129,45936,99.0,Manhattan,Rahul,2019-05-14,Couldn't Be Closer To Columbia Uni,Private room,3011.25,05,average
130,45940,200.0,Brooklyn,Miyoung,2019-04-08,Bright Spacious Luxury Condo,Entire home/apt,6083.333333333333,04,expensive
131,46544,150.0,Brooklyn,Monica,2019-06-05,Park Slope haven 15 mins from Soho,Entire home/apt,4562.5,06,average
132,46723,90.0,Brooklyn,Marylyn,2019-05-19,SAFE  AND BEAUTIFUL ACCOMODATION,Private room,2737.5,05,average
133,46911,120.0,Brooklyn,Kathleen R.,2019-06-24,Large Room in private Brownstone in Park Slope,Private room,3650.0,06,average
134,47199,75.0,Manhattan,Teresa,2019-06-24,"NEW YORK CITY, 1 BDRM.(NEAR CENTRAL PARK & METRO)",Private room,2281.25,06,average
135,47926,275.0,Manhattan,Claudia,2019-06-26,LUX APT IN TIMES SQUARE NEW BUILDING,Entire home/apt,8364.583333333334,06,expensive
136,48719,299.0,Manhattan,Shane,2019-06-15,Designer 1 BR Duplex w/ Terrace- Spectacular Views,Entire home/apt,9094.583333333334,06,expensive
137,50447,135.0,Brooklyn,Laurie,2019-06-22,Lovely Apt & Garden;  Legal;  Best Area; Amenities,Entire home/apt,4106.25,06,average
138,51485,83.0,Manhattan,Erina,2019-06-22,Lower East Side $57~/night,Private room,2524.5833333333335,06,average
139,51572,123.0,Manhattan,Lee,2019-06-18,Prime Location in Manhattan,Private room,3741.25,06,average
140,51850,55.0,Queens,Jullett,2019-05-20,( F) Excellent/Pvt Rm,Private room,1672.9166666666667,05,budget
141,53137,195.0,Manhattan,Marlaine,2019-07-01,"Quiet, sunny Midtown Manhattan apt.",Entire home/apt,5931.25,07,expensive
142,53477,265.0,Queens,Mark,2019-04-27,3 floors of luxury!,Entire home/apt,8060.416666666667,04,expensive
143,54158,249.0,Brooklyn,Bob,2019-06-20,The Institute‚ÄîHeart of Williamsburg,Entire home/apt,7573.75,06,expensive
144,54508,100.0,Brooklyn,Kathleen R.,2019-06-06,Sml Rm in pr Brst  Park Sl great for Med/students,Private room,3041.6666666666665,06,average
145,54544,121.0,Manhattan,Wayne,2019-06-22,City Room - Private Penthouse Apt.,Entire home/apt,3680.4166666666665,06,average
146,54626,45.0,The Bronx,Waundell,2019-06-30,Cozy bedroom by Yankee Stadium,Private room,1368.75,06,budget
147,54860,100.0,Manhattan,Jenny,2019-06-23,Great apartment with private bathroom and entrance,Private room,3041.6666666666665,06,average
148,55467,140.0,Brooklyn,Paul,2019-07-02,Private Garden Apt ‚Ä¢ New Renovation,Entire home/apt,4258.333333333333,07,average
149,55498,71.0,Brooklyn,Tami,2019-07-01,Modern comfort in art infused landmark Brownstone,Private room,2159.5833333333335,07,average
150,55737,199.0,Manhattan,Pete,2019-05-19,Sleek & Comfortable Soho Apt,Entire home/apt,6052.916666666667,05,expensive
151,55959,69.0,Brooklyn,Gus,2019-06-10,Spacious Williamsburg Share w/ LOFT BED,Private room,2098.75,06,budget
152,56467,130.0,Manhattan,Leonardo,2019-07-01,Cozy East Village Railroad 1 Bed!,Entire home/apt,3954.1666666666665,07,average
153,56525,195.0,Brooklyn,Alex,2019-06-13,1 Bedroom Loft w/ Private Roof Deck,Entire home/apt,5931.25,06,expensive
154,56859,64.0,Manhattan,Wayne,2019-06-03,City Room - Private & Comfy Bedroom,Private room,1946.6666666666667,06,budget
155,57166,140.0,Queens,Vasili,2019-06-17,Elegant NYC Pad,Entire home/apt,4258.333333333333,06,average
156,57297,159.0,Brooklyn,S.M.,2019-06-24,"Clean & bright 1BR in Cobble Hill, GREAT location!",Entire home/apt,4836.25,06,average
157,57468,189.0,Manhattan,Ori,2019-06-23,"Modern, Large East Village Loft",Entire home/apt,5748.75,06,expensive
158,57618,250.0,Manhattan,Ana,2019-06-09,"Great new apt, close to everything",Entire home/apt,7604.166666666667,06,expensive
159,57740,239.0,Manhattan,I,2019-05-24,Quiet & Clean Retreat in the City,Entire home/apt,7269.583333333333,05,expensive
160,57754,305.0,Manhattan,R,2019-06-30,Stylish Large Gramercy Loft!,Entire home/apt,9277.083333333334,06,expensive
161,57874,155.0,Manhattan,Simon,2019-06-26,The Brownstone-Luxury 1 Bd Apt/NYC,Entire home/apt,4714.583333333333,06,average
162,58059,60.0,Manhattan,Agnes,2019-07-03,PRIVATE Room on Historic Sugar Hill,Private room,1825.0,07,budget
163,58062,135.0,Brooklyn,Linda,2019-05-17,South Slope Green,Private room,4106.25,05,average
164,58467,120.0,Manhattan,Dave,2019-05-08,"17 Flr. Manhattan Views, Nr. Subway",Private room,3650.0,05,average
165,59014,150.0,Manhattan,Drica,2019-01-02,"Spacious 1BR, Adorable Clean Quiet",Entire home/apt,4562.5,01,average
166,59642,135.0,Brooklyn,Betty,2019-05-19,Franklin St Flat in Trendy Greenpoint Brooklyn,Entire home/apt,4106.25,05,average
167,59709,250.0,Manhattan,Ricardo & Ashlie,2019-07-01,"Artistic, Cozy, and Spacious w/ Patio! Sleeps 5",Entire home/apt,7604.166666666667,07,expensive
168,60164,500.0,Manhattan,Harrison,2019-06-23,"Beautiful, elegant 3 bed SOHO loft",Entire home/apt,15208.333333333334,06,extravagant
169,60457,225.0,Manhattan,Jessica,2019-05-11,Spacious Greenwich Village Apt,Entire home/apt,6843.75,05,expensive
170,60666,92.0,Manhattan,Wayne,2019-06-11,City Room - Private Luxury Suite,Private room,2798.3333333333335,06,average
171,60680,99.0,Manhattan,Mich,2019-06-20,The gem of the East Village,Entire home/apt,3011.25,06,average
172,60948,140.0,Manhattan,Laurine,2019-06-20,ACCOMMODATIONS GALORE #2,Entire home/apt,4258.333333333333,06,average
173,61406,80.0,Manhattan,Bethania,2019-06-01,Great room in great location,Private room,2433.3333333333335,06,average
174,61492,120.0,Manhattan,Tunji,2019-06-23,Exclusive Room with Private Bath in  LES,Private room,3650.0,06,average
175,61509,110.0,Manhattan,Anna/Fonzy,2019-04-30,"Quiet, clean midtown apt w. elevato",Entire home/apt,3345.8333333333335,04,average
176,62095,65.0,Brooklyn,Colette&Sean,2019-06-14,BK Sweet Suite w/Kitchen&FullBath,Entire home/apt,1977.0833333333333,06,budget
177,62427,130.0,Manhattan,Brie,2019-05-26,Great East Village Apartment Rental,Entire home/apt,3954.1666666666665,05,average
178,62430,99.0,Brooklyn,Sheila,2019-06-22,BROWNSTONE SUNDRENCHED BEAUTY,Entire home/apt,3011.25,06,average
179,62452,36.0,Staten Island,Lissette,2019-06-25,A SpeciaL!! Private Room in NY,Private room,1095.0,06,budget
180,62461,37.0,Staten Island,Lissette,2019-06-10,B NYC Staten Alternative...,Private room,1125.4166666666667,06,budget
181,62787,37.0,Staten Island,Lissette,2019-07-02,C Private Room By The Ferry,Private room,1125.4166666666667,07,budget
182,62891,175.0,Manhattan,Olivia,2019-05-24,Smallest House In The Village,Entire home/apt,5322.916666666667,05,average
183,62903,205.0,Manhattan,Daniel,2019-06-21,Beautiful modern studio apartment in heart of NYC,Entire home/apt,6235.416666666667,06,expensive
184,62925,285.0,Brooklyn,Maya,2019-06-16,Beautiful Landmarked Duplex,Entire home/apt,8668.75,06,expensive
185,63299,59.0,Brooklyn,Scott,2019-06-23,BROOKLYN > Guest Room w/ Queen Bed in Williamsburg,Private room,1794.5833333333333,06,budget
186,63320,36.0,Staten Island,Lissette,2019-07-02,D Private Che@p Room 2 Explore NYC,Private room,1095.0,07,budget
187,63360,99.0,Queens,Dennis & Naoko,2019-06-24,Safe cute near subway& Manhattan NY NY retro style,Entire home/apt,3011.25,06,average
188,63546,39.0,Brooklyn,Antonín,2019-05-16,Large and Cozy Private Bedroom,Private room,1186.25,05,budget
189,63610,105.0,The Bronx,Vie,2019-06-27,DOMINIQUE'S NY mini efficiency* wifi*metro*quiet,Entire home/apt,3193.75,06,average
190,63657,135.0,Brooklyn,Renée,2019-06-25,"Private, Large & Sunny Top Floor Apt  w/W&D",Entire home/apt,4106.25,06,average
191,63693,390.0,Manhattan,Olivia,2019-06-19,Cottage in the Village,Entire home/apt,11862.5,06,extravagant
192,64000,60.0,Brooklyn,Kristian & Di,2019-01-07,Williamsburg near soho. / loftbed,Private room,1825.0,01,budget
193,64107,100.0,Brooklyn,Niya,2019-06-24,BROOKLYN  STUDIO APARTMENT,Private room,3041.6666666666665,06,average
194,64277,70.0,Brooklyn,Helene,2019-01-02,BEDROOM2 FOR RENT  10min from Manh,Private room,2129.1666666666665,01,average
195,64314,110.0,Brooklyn,Debbie,2019-05-26,cozy bedroom in lovely garden apt,Private room,3345.8333333333335,05,average
196,64365,60.0,Brooklyn,Anthony,2019-06-27,Crown Heights Garden Apt.,Private room,1825.0,06,budget
197,64707,90.0,Manhattan,Tilly,2019-01-02,Amazing  Sunny & Breezy Home In the Heart of  NYC,Entire home/apt,2737.5,01,average
198,64837,68.0,Manhattan,Edward,2019-06-23,ENJOY Downtown NYC!!,Private room,2068.3333333333335,06,budget
199,65019,115.0,Manhattan,Claire,2019-07-06,Charming UWS Treehouse Apt,Entire home/apt,3497.9166666666665,07,average
200,65268,75.0,Brooklyn,Juhli,2019-01-05,Share a HOME - $75 for 1 bdrm/++ for 2 - Brooklyn,Private room,2281.25,01,average
201,65562,129.0,Manhattan,Mary D,2019-01-03,CHARMING EAST VILLAGE 2 (or 1) BR,Entire home/apt,3923.75,01,average
202,65615,130.0,Brooklyn,Valerie,2019-06-29,Farmhouse Apartment in Williamsburg,Entire home/apt,3954.1666666666665,06,average
203,65660,95.0,Brooklyn,Larissa,2019-07-07,Bright+Spacious Williamsburg Abode!,Entire home/apt,2889.5833333333335,07,average
204,65813,75.0,Manhattan,Eric,2019-01-02,"Suite Sugar Hill, Harlem, Private Rm in Hosted Apt",Private room,2281.25,01,average
205,66008,190.0,Brooklyn,Melissa,2019-07-01,CHARMING CARROLL GARDENS APT.,Entire home/apt,5779.166666666667,07,expensive
206,66026,49.0,Brooklyn,Alex,2019-06-30,Private Bedroom Brownstone Brooklyn,Private room,1490.4166666666667,06,budget
207,66251,212.0,Manhattan,Samir,2019-06-25,East Village Loft with Piano & Patio,Entire home/apt,6448.333333333333,06,expensive
208,66275,95.0,Manhattan,Tony,2019-06-23,Lower East Side Magic Room,Private room,2889.5833333333335,06,average
209,66451,140.0,Brooklyn,Luis Fernando,2019-02-16,**Fantastic Williamsburg Apt**,Entire home/apt,4258.333333333333,02,average
210,66718,135.0,Manhattan,Henning,2019-06-23,West Harlem Home Base - Eco-Apt.,Entire home/apt,4106.25,06,average
211,66741,150.0,Brooklyn,Stefano,2019-06-23,Charming Garden Apt in Park Slope,Entire home/apt,4562.5,06,average
212,66974,190.0,Brooklyn,Jana,2019-07-01,"Lovely, Modern, Garden Apartment",Entire home/apt,5779.166666666667,07,expensive
213,67288,124.0,Manhattan,Per,2019-06-15,Central Park 1BR sunny condo,Entire home/apt,3771.6666666666665,06,average
214,67299,135.0,Brooklyn,Adrienne,2019-05-06,Cozy Garden Apartment  in Williamsburg,Entire home/apt,4106.25,05,average
215,67397,122.0,Manhattan,Elise,2019-06-22,SoHa comfort-by NW Central Park!,Private room,3710.8333333333335,06,average
216,68099,109.0,Manhattan,Deda,2019-06-25,Cozy room in Upper West Side,Private room,3315.4166666666665,06,average
217,68403,145.0,Brooklyn,Naimah,2019-06-24,The Cozy Brownstone Inn (discount)!,Entire home/apt,4410.416666666667,06,average
218,68735,195.0,Manhattan,Violetta,2019-06-13,Prewar Penthouse w Private Terrace,Entire home/apt,5931.25,06,expensive
